report_date,commodity,location,delivery,sale_type,basis_low,basis_high,futures_month,futures_month_high,basis_change,price_change,price_low,price_high,average,year_ago,freight
2026-08-13,Corn,Gulf Coast Ports,Dec,Bid,85.0,97.0,12,12,UNCH,DN 0.0875,5.57,5.69,5.63,4.7925,CIF-B
2026-08-13,Corn,Gulf Coast Ports,Nov,Bid,100.0,101.0,12,12,UNCH,DN 0.0875,5.72,5.73,5.725,,CIF-B
2026-08-13,Corn,Gulf Coast Ports,Oct,Bid,101.0,103.0,12,12,UNCH,DN 0.0875,5.73,5.75,5.74,4.8425,CIF-B
2026-08-13,Corn,Gulf Coast Ports,Sep²,Bid,114.0,117.0,9,9,UNCH,DN 0.0900,5.62,5.65,5.635,4.675,CIF-B
2026-08-13,Corn,Gulf Coast Ports,Sep¹,Bid,110.0,114.0,9,9,UNCH,DN 0.0900,5.58,5.62,5.6,4.63,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,8,11,UNCH,UP 0.0350-DN 0.0100,12.6325,12.8225,12.7275,10.885,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Dec,Bid,101.0,105.0,1,1,UNCH,DN 0.0125,12.9875,13.0275,13.0075,11.1675,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,DN 0.0100,12.9725,12.9925,12.9825,10.97,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,DN 0.0100,12.9625,12.9725,12.9675,10.94,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,DN 0.0100,12.8725,12.8725,12.8725,10.89,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,DN 0.0100,12.8225,12.8425,12.8325,10.89,CIF-B
2026-08-13,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,100.0,11,11,UNCH,DN 0.0100,12.8225,12.8225,12.8225,10.885,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Aug²,Bid,45.0,45.0,9,9,UNCH,UNCH,6.9775,6.9775,6.9775,5.41,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Current,Bid,35.0,45.0,9,9,UNCH,UNCH,6.8775,6.9775,6.9275,5.385,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Dec,Bid,85.0,100.0,12,12,UNCH,DN 0.0150,7.5325,7.6825,7.6075,6.045,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Nov²,Bid,85.0,100.0,12,12,UNCH,DN 0.0150,7.5325,7.6825,7.6075,6.07,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,100.0,12,12,UNCH,DN 0.0150,7.4825,7.6825,7.5825,6.02,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Oct,Bid,85.0,100.0,12,12,UNCH,DN 0.0150,7.5325,7.6825,7.6075,5.895,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Sep²,Bid,75.0,80.0,9,9,UNCH,UNCH,7.2775,7.3275,7.3025,5.585,CIF-B
2026-08-13,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,75.0,9,9,UNCH,UNCH,7.0275,7.2775,7.1525,5.535,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Aug²,Bid,99.0,99.0,9,9,UNCH,UP 0.1100,5.58,5.58,5.58,,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Current,Bid,97.0,99.0,9,9,UNCH,UP 0.1100,5.56,5.58,5.57,4.6425,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Dec,Bid,85.0,97.0,12,12,UNCH,UP 0.1125,5.6825,5.8025,5.7425,4.8725,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Nov,Bid,100.0,101.0,12,12,UNCH,UP 0.1125,5.8325,5.8425,5.8375,,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Oct,Bid,101.0,103.0,12,12,UNCH,UP 0.1125,5.8425,5.8625,5.8525,4.9225,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Sep²,Bid,114.0,117.0,9,9,UNCH,UP 0.1100,5.73,5.76,5.745,4.7625,CIF-B
2026-08-14,Corn,Gulf Coast Ports,Sep¹,Bid,110.0,114.0,9,9,UNCH,UP 0.1100,5.69,5.73,5.71,4.7175,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,8,11,UNCH,UP 0.0550-UP 0.1025,12.6875,12.925,12.8063,11.025,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Dec,Bid,101.0,105.0,1,1,UNCH,UP 0.1000,13.0875,13.1275,13.1075,11.3,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,UP 0.1025,13.075,13.095,13.085,11.11,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,UP 0.1025,13.065,13.075,13.07,11.08,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,UP 0.1025,12.975,12.975,12.975,11.03,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,UP 0.1025,12.925,12.945,12.935,11.03,CIF-B
2026-08-14,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,100.0,11,11,UNCH,UP 0.1025,12.925,12.925,12.925,11.025,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Aug²,Bid,45.0,45.0,9,9,UNCH,UP 0.2200,7.1975,7.1975,7.1975,5.44,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Current,Bid,35.0,45.0,9,9,UNCH,UP 0.2200,7.0975,7.1975,7.1475,5.415,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Dec,Bid,85.0,100.0,12,12,UNCH,UP 0.2125,7.745,7.895,7.82,6.07,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Nov²,Bid,85.0,100.0,12,12,UNCH,UP 0.2125,7.745,7.895,7.82,6.095,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,100.0,12,12,UNCH,UP 0.2125,7.695,7.895,7.795,6.045,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Oct,Bid,85.0,100.0,12,12,UNCH,UP 0.2125,7.745,7.895,7.82,5.92,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Sep²,Bid,75.0,80.0,9,9,UNCH,UP 0.2200,7.4975,7.5475,7.5225,5.615,CIF-B
2026-08-14,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,75.0,9,9,UNCH,UP 0.2200,7.2475,7.4975,7.3725,5.565,CIF-B
2026-08-17,Corn,Gulf Coast Ports,Current,Bid,99.0,99.0,9,9,UP 2.00-UNCH,UP 0.0800-UP 0.0600,5.64,5.64,5.64,4.635,CIF-B
2026-08-17,Corn,Gulf Coast Ports,Dec,Bid,85.0,97.0,12,12,UNCH,UP 0.0625,5.745,5.865,5.805,4.885,CIF-B
2026-08-17,Corn,Gulf Coast Ports,Nov,Bid,100.0,101.0,12,12,UNCH,UP 0.0625,5.895,5.905,5.9,,CIF-B
2026-08-17,Corn,Gulf Coast Ports,Oct,Bid,101.0,103.0,12,12,UNCH,UP 0.0625,5.905,5.925,5.915,4.935,CIF-B
2026-08-17,Corn,Gulf Coast Ports,Sep²,Bid,114.0,117.0,9,9,UNCH,UP 0.0600,5.79,5.82,5.805,4.755,CIF-B
2026-08-17,Corn,Gulf Coast Ports,Sep¹,Bid,110.0,114.0,9,9,UNCH,UP 0.0600,5.75,5.79,5.77,4.71,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,9,11,,UP 0.2725-UP 0.2350,12.96,13.16,13.06,11.0125,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Dec,Bid,101.0,105.0,1,1,UNCH,UP 0.2325,13.32,13.36,13.34,11.285,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,UP 0.2350,13.31,13.33,13.32,11.0975,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,UP 0.2350,13.3,13.31,13.305,11.0675,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,UP 0.2350,13.21,13.21,13.21,11.0175,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,UP 0.2350,13.16,13.18,13.17,11.0175,CIF-B
2026-08-17,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,100.0,11,11,UNCH,UP 0.2350,13.16,13.16,13.16,11.0125,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Current,Bid,45.0,45.0,9,9,UP 10.00-UNCH,UP 0.1000-UNCH,7.1975,7.1975,7.1975,5.3775,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Dec,Bid,85.0,100.0,12,12,UNCH,DN 0.0025,7.7425,7.8925,7.8175,6.05,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Nov²,Bid,85.0,100.0,12,12,UNCH,DN 0.0025,7.7425,7.8925,7.8175,6.075,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,100.0,12,12,UNCH,DN 0.0025,7.6925,7.8925,7.7925,6.025,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Oct,Bid,85.0,100.0,12,12,UNCH,DN 0.0025,7.7425,7.8925,7.8175,5.9,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Sep²,Bid,75.0,80.0,9,9,UNCH,UNCH,7.4975,7.5475,7.5225,5.5775,CIF-B
2026-08-17,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,75.0,9,9,UNCH,UNCH,7.2475,7.4975,7.3725,5.5275,CIF-B
2026-08-18,Corn,Gulf Coast Ports,Current,Bid,99.0,99.0,9,9,UNCH,DN 0.0175,5.6225,5.6225,5.6225,4.6,CIF-B
2026-08-18,Corn,Gulf Coast Ports,Dec,Bid,85.0,97.0,12,12,UNCH,DN 0.0150,5.73,5.85,5.79,4.8525,CIF-B
2026-08-18,Corn,Gulf Coast Ports,Nov,Bid,100.0,101.0,12,12,UNCH,DN 0.0150,5.88,5.89,5.885,,CIF-B
2026-08-18,Corn,Gulf Coast Ports,Oct,Bid,101.0,103.0,12,12,UNCH,DN 0.0150,5.89,5.91,5.9,4.9025,CIF-B
2026-08-18,Corn,Gulf Coast Ports,Sep²,Bid,114.0,117.0,9,9,UNCH,DN 0.0175,5.7725,5.8025,5.7875,4.72,CIF-B
2026-08-18,Corn,Gulf Coast Ports,Sep¹,Bid,110.0,114.0,9,9,UNCH,DN 0.0175,5.7325,5.7725,5.7525,4.675,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,9,11,UNCH,DN 0.0025-UP 0.0075,12.9575,13.1675,13.0625,10.9375,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Dec,Bid,101.0,105.0,1,1,UNCH,UP 0.0050,13.325,13.365,13.345,11.2175,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,UP 0.0075,13.3175,13.3375,13.3275,11.0225,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,UP 0.0075,13.3075,13.3175,13.3125,10.9925,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,UP 0.0075,13.2175,13.2175,13.2175,10.9425,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,UP 0.0075,13.1675,13.1875,13.1775,10.9425,CIF-B
2026-08-18,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,100.0,11,11,UNCH,UP 0.0075,13.1675,13.1675,13.1675,10.9375,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Current,Bid,45.0,45.0,9,9,UNCH,DN 0.1025,7.095,7.095,7.095,5.335,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Dec,Bid,85.0,100.0,12,12,UNCH,DN 0.0800,7.6625,7.8125,7.7375,6.0125,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Nov²,Bid,85.0,100.0,12,12,UNCH,DN 0.0800,7.6625,7.8125,7.7375,6.0375,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,100.0,12,12,UNCH,DN 0.0800,7.6125,7.8125,7.7125,5.9875,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Oct,Bid,85.0,100.0,12,12,UNCH,DN 0.0800,7.6625,7.8125,7.7375,5.8625,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Sep²,Bid,75.0,80.0,9,9,UNCH,DN 0.1025,7.395,7.445,7.42,5.535,CIF-B
2026-08-18,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,75.0,9,9,UNCH,DN 0.1025,7.145,7.395,7.27,5.485,CIF-B
2026-08-19,Corn,Gulf Coast Ports,Current,Bid,99.0,99.0,9,9,UNCH,UP 0.0975,5.72,5.72,5.72,4.595,CIF-B
2026-08-19,Corn,Gulf Coast Ports,Dec,Bid,85.0,97.0,12,12,UNCH,UP 0.1000,5.83,5.95,5.89,4.885,CIF-B
2026-08-19,Corn,Gulf Coast Ports,Nov,Bid,100.0,101.0,12,12,UNCH,UP 0.1000,5.98,5.99,5.985,,CIF-B
2026-08-19,Corn,Gulf Coast Ports,Oct,Bid,101.0,103.0,12,12,UNCH,UP 0.1000,5.99,6.01,6.0,4.945,CIF-B
2026-08-19,Corn,Gulf Coast Ports,Sep²,Bid,114.0,117.0,9,9,UNCH,UP 0.0975,5.87,5.9,5.885,4.735,CIF-B
2026-08-19,Corn,Gulf Coast Ports,Sep¹,Bid,110.0,114.0,9,9,UNCH,UP 0.0975,5.83,5.87,5.85,4.69,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,9,11,UNCH,UP 0.2150-UP 0.2050,13.1725,13.3725,13.2725,10.86,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Dec,Bid,101.0,105.0,1,1,UNCH,UP 0.1975,13.5225,13.5625,13.5425,11.2025,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,UP 0.2050,13.5225,13.5425,13.5325,11.04,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,UP 0.2050,13.5125,13.5225,13.5175,11.01,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,UP 0.2050,13.4225,13.4225,13.4225,10.925,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,UP 0.2050,13.3725,13.3925,13.3825,10.905,CIF-B
2026-08-19,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,100.0,11,11,UNCH,UP 0.2050,13.3725,13.3725,13.3725,10.9,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Current,Bid,45.0,45.0,9,9,UNCH,UP 0.1575,7.2525,7.2525,7.2525,5.405,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Dec,Bid,85.0,100.0,12,12,UNCH,UP 0.1625,7.825,7.975,7.9,6.0825,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Nov²,Bid,85.0,100.0,12,12,UNCH,UP 0.1625,7.825,7.975,7.9,6.1075,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,100.0,12,12,UNCH,UP 0.1625,7.775,7.975,7.875,6.0575,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Oct,Bid,85.0,100.0,12,12,UNCH,UP 0.1625,7.825,7.975,7.9,5.9575,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Sep²,Bid,75.0,80.0,9,9,UNCH,UP 0.1575,7.5525,7.6025,7.5775,5.605,CIF-B
2026-08-19,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,75.0,9,9,UNCH,UP 0.1575,7.3025,7.5525,7.4275,5.555,CIF-B
2026-08-20,Corn,Gulf Coast Ports,Current,Bid,80.0,99.0,9,9,DN 19.00-UNCH,DN 0.1325-UP 0.0575,5.5875,5.7775,5.6825,4.6675,CIF-B
2026-08-20,Corn,Gulf Coast Ports,Dec,Bid,85.0,95.0,12,12,UNCH-DN 2.00,UP 0.0550-UP 0.0350,5.885,5.985,5.935,4.9625,CIF-B
2026-08-20,Corn,Gulf Coast Ports,Nov,Bid,93.0,101.0,12,12,DN 7.00-UNCH,DN 0.0150-UP 0.0550,5.965,6.045,6.005,,CIF-B
2026-08-20,Corn,Gulf Coast Ports,Oct,Bid,91.0,101.0,12,12,DN 10.00-DN 2.00,DN 0.0450-UP 0.0350,5.945,6.045,5.995,5.0225,CIF-B
2026-08-20,Corn,Gulf Coast Ports,Sep²,Bid,90.0,117.0,9,9,DN 24.00-UNCH,DN 0.1825-UP 0.0575,5.6875,5.9575,5.8225,4.8075,CIF-B
2026-08-20,Corn,Gulf Coast Ports,Sep¹,Bid,90.0,110.0,9,9,DN 20.00-DN 4.00,DN 0.1425-UP 0.0175,5.6875,5.8875,5.7875,4.7625,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,11,11,,UP 0.1425-DN 0.0075,13.315,13.365,13.34,11.06,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Dec,Bid,103.0,105.0,1,1,UP 2.00-UNCH,UP 0.0225-UP 0.0025,13.545,13.565,13.555,11.3875,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,DN 0.0075,13.515,13.535,13.525,11.24,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,DN 0.0075,13.505,13.515,13.51,11.21,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,DN 0.0075,13.415,13.415,13.415,11.125,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,DN 0.0075,13.365,13.385,13.375,11.105,CIF-B
2026-08-20,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,103.0,11,11,UNCH-UP 3.00,DN 0.0075-UP 0.0225,13.365,13.395,13.38,11.1,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Current,Bid,40.0,45.0,9,9,DN 5.00-UNCH,DN 0.0250-UP 0.0250,7.2275,7.2775,7.2525,5.42,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Dec,Bid,80.0,85.0,12,12,DN 5.00-DN 15.00,DN 0.0250-DN 0.1250,7.8,7.85,7.825,6.0975,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Nov²,Bid,80.0,85.0,12,12,DN 5.00-DN 15.00,DN 0.0250-DN 0.1250,7.8,7.85,7.825,6.1225,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,80.0,12,12,UNCH-DN 20.00,UP 0.0250-DN 0.1750,7.8,7.8,7.8,6.0725,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Oct,Bid,80.0,85.0,12,12,DN 5.00-DN 15.00,DN 0.0250-DN 0.1250,7.8,7.85,7.825,5.9725,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Sep²,Bid,70.0,80.0,9,9,DN 5.00-UNCH,DN 0.0250-UP 0.0250,7.5275,7.6275,7.5775,5.62,CIF-B
2026-08-20,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,70.0,9,9,UNCH-DN 5.00,UP 0.0250-DN 0.0250,7.3275,7.5275,7.4275,5.57,CIF-B
2026-08-21,Corn,Gulf Coast Ports,Current,Bid,80.0,99.0,9,9,UNCH,UP 0.0500,5.6375,5.8275,5.7325,4.6775,CIF-B
2026-08-21,Corn,Gulf Coast Ports,Dec,Bid,85.0,95.0,12,12,UNCH,UP 0.0500,5.935,6.035,5.985,4.96,CIF-B
2026-08-21,Corn,Gulf Coast Ports,Nov,Bid,93.0,101.0,12,12,UNCH,UP 0.0500,6.015,6.095,6.055,,CIF-B
2026-08-21,Corn,Gulf Coast Ports,Oct,Bid,91.0,101.0,12,12,UNCH,UP 0.0500,5.995,6.095,6.045,5.02,CIF-B
2026-08-21,Corn,Gulf Coast Ports,Sep²,Bid,90.0,117.0,9,9,UNCH,UP 0.0500,5.7375,6.0075,5.8725,4.8175,CIF-B
2026-08-21,Corn,Gulf Coast Ports,Sep¹,Bid,90.0,110.0,9,9,UNCH,UP 0.0500,5.7375,5.9375,5.8375,4.7725,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Current,Bid,95.0,100.0,11,11,UNCH,UP 0.0300,13.345,13.395,13.37,11.085,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Dec,Bid,103.0,105.0,1,1,UNCH,UP 0.0225,13.5675,13.5875,13.5775,11.42,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Nov²,Bid,115.0,117.0,11,11,UNCH,UP 0.0300,13.545,13.565,13.555,11.265,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Nov¹,Bid,114.0,115.0,11,11,UNCH,UP 0.0300,13.535,13.545,13.54,11.235,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Oct,Bid,105.0,105.0,11,11,UNCH,UP 0.0300,13.445,13.445,13.445,11.15,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Sep²,Bid,100.0,102.0,11,11,UNCH,UP 0.0300,13.395,13.415,13.405,11.13,CIF-B
2026-08-21,Soybeans,Gulf Coast Ports,Sep¹,Bid,100.0,103.0,11,11,UNCH,UP 0.0300,13.395,13.425,13.41,11.125,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Current,Bid,40.0,45.0,9,9,UNCH,DN 0.0125,7.215,7.265,7.24,5.3975,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Dec,Bid,80.0,85.0,12,12,UNCH,DN 0.0075,7.7925,7.8425,7.8175,6.0725,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Nov²,Bid,80.0,85.0,12,12,UNCH,DN 0.0075,7.7925,7.8425,7.8175,6.0975,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Nov¹,Bid,80.0,80.0,12,12,UNCH,DN 0.0075,7.7925,7.7925,7.7925,6.0475,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Oct,Bid,80.0,85.0,12,12,UNCH,DN 0.0075,7.7925,7.8425,7.8175,5.9475,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Sep²,Bid,70.0,80.0,9,9,UNCH,DN 0.0125,7.515,7.615,7.565,5.5975,CIF-B
2026-08-21,Wheat,Gulf Coast Ports,Sep¹,Bid,50.0,70.0,9,9,UNCH,DN 0.0125,7.315,7.515,7.415,5.5475,CIF-B
