commodity,week_ending,country,net_sales,weekly_exports,accumulated_exports,outstanding_sales,unit
Corn,2025-09-04,ALGERIA,0.0,0.0,0.0,30000.0,Metric Tons
Corn,2025-09-04,BANGLADH,111.0,0.0,0.0,111.0,Metric Tons
Corn,2025-09-04,BARBADO,0.0,0.0,0.0,3000.0,Metric Tons
Corn,2025-09-04,C RICA,11812.0,0.0,0.0,306932.0,Metric Tons
Corn,2025-09-04,CANADA,28227.0,1878.0,1878.0,204648.0,Metric Tons
Corn,2025-09-04,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-09-04,COLOMB,47442.0,54342.0,54342.0,1589564.0,Metric Tons
Corn,2025-09-04,DOM REP,4050.0,0.0,0.0,4050.0,Metric Tons
Corn,2025-09-04,EGYPT,7206.0,0.0,0.0,130206.0,Metric Tons
Corn,2025-09-04,GUATMAL,1.0,0.0,0.0,225152.0,Metric Tons
Corn,2025-09-04,HG KONG,1518.0,0.0,0.0,2529.0,Metric Tons
Corn,2025-09-04,HONDURA,12755.0,0.0,0.0,333883.0,Metric Tons
Corn,2025-09-04,INDNSIA,732.0,0.0,0.0,732.0,Metric Tons
Corn,2025-09-04,IRELAND,0.0,0.0,0.0,173942.0,Metric Tons
Corn,2025-09-04,ISRAEL,0.0,0.0,0.0,50000.0,Metric Tons
Corn,2025-09-04,ITALY,0.0,0.0,0.0,30000.0,Metric Tons
Corn,2025-09-04,JAMAICA,296.0,33996.0,33996.0,64900.0,Metric Tons
Corn,2025-09-04,JAPAN,238086.0,156649.0,156649.0,2526894.0,Metric Tons
Corn,2025-09-04,JORDAN,173.0,0.0,0.0,195.0,Metric Tons
Corn,2025-09-04,KOR REP,97591.0,136331.0,136331.0,1099774.0,Metric Tons
Corn,2025-09-04,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-09-04,LW WW I,0.0,0.0,0.0,4100.0,Metric Tons
Corn,2025-09-04,MALAYSA,41753.0,0.0,0.0,42738.0,Metric Tons
Corn,2025-09-04,MEXICO,718348.0,185534.0,185534.0,7417795.0,Metric Tons
Corn,2025-09-04,MOROCCO,0.0,0.0,0.0,80000.0,Metric Tons
Corn,2025-09-04,NICARAG,14588.0,0.0,0.0,205745.0,Metric Tons
Corn,2025-09-04,PAKISTN,96.0,0.0,0.0,96.0,Metric Tons
Corn,2025-09-04,PANAMA,11998.0,0.0,0.0,221439.0,Metric Tons
Corn,2025-09-04,PERU,316.0,0.0,0.0,316.0,Metric Tons
Corn,2025-09-04,PHIL,27337.0,0.0,0.0,27337.0,Metric Tons
Corn,2025-09-04,PORTUGL,-30000.0,0.0,0.0,65000.0,Metric Tons
Corn,2025-09-04,SALVADR,5658.0,20058.0,20058.0,168964.0,Metric Tons
Corn,2025-09-04,SPAIN,-49455.0,74997.0,74997.0,385500.0,Metric Tons
Corn,2025-09-04,TAIWAN,57529.0,14041.0,14041.0,471412.0,Metric Tons
Corn,2025-09-04,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-09-04,U KING,816.0,0.0,0.0,92886.0,Metric Tons
Corn,2025-09-04,UNKNOWN,366998.0,0.0,0.0,5556346.0,Metric Tons
Corn,2025-09-04,VENEZ,0.0,0.0,0.0,22400.0,Metric Tons
Corn,2025-09-04,VIETNAM,93551.0,9500.0,9500.0,367551.0,Metric Tons
Corn,2025-09-11,ALGERIA,33000.0,0.0,0.0,63000.0,Metric Tons
Corn,2025-09-11,BANGLADH,1000.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-09-11,BARBADO,0.0,0.0,0.0,3000.0,Metric Tons
Corn,2025-09-11,C RICA,2405.0,32632.0,32632.0,276705.0,Metric Tons
Corn,2025-09-11,CANADA,-1720.0,5377.0,7255.0,197551.0,Metric Tons
Corn,2025-09-11,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-09-11,COLOMB,28666.0,130761.0,185103.0,1487469.0,Metric Tons
Corn,2025-09-11,DOM REP,0.0,0.0,0.0,4050.0,Metric Tons
Corn,2025-09-11,EGYPT,-1955.0,58045.0,58045.0,70206.0,Metric Tons
Corn,2025-09-11,GUATMAL,34294.0,15230.0,15230.0,244216.0,Metric Tons
Corn,2025-09-11,HG KONG,0.0,1162.0,1162.0,1367.0,Metric Tons
Corn,2025-09-11,HONDURA,69546.0,7630.0,7630.0,395799.0,Metric Tons
Corn,2025-09-11,INDNSIA,0.0,0.0,0.0,732.0,Metric Tons
Corn,2025-09-11,IRELAND,-4900.0,69095.0,69095.0,99947.0,Metric Tons
Corn,2025-09-11,ISRAEL,55000.0,0.0,0.0,105000.0,Metric Tons
Corn,2025-09-11,ITALY,0.0,0.0,0.0,30000.0,Metric Tons
Corn,2025-09-11,JAMAICA,0.0,0.0,33996.0,64900.0,Metric Tons
Corn,2025-09-11,JAPAN,194456.0,375764.0,532413.0,2345586.0,Metric Tons
Corn,2025-09-11,JORDAN,0.0,22.0,22.0,173.0,Metric Tons
Corn,2025-09-11,KOR REP,201014.0,1117.0,137448.0,1299671.0,Metric Tons
Corn,2025-09-11,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-09-11,LIBYA,36307.0,36307.0,36307.0,0.0,Metric Tons
Corn,2025-09-11,LW WW I,800.0,0.0,0.0,4900.0,Metric Tons
Corn,2025-09-11,MALAYSA,6.0,3032.0,3032.0,39712.0,Metric Tons
Corn,2025-09-11,MEXICO,419201.0,523391.0,708925.0,7313605.0,Metric Tons
Corn,2025-09-11,MOROCCO,27080.0,27080.0,27080.0,80000.0,Metric Tons
Corn,2025-09-11,NICARAG,-6906.0,0.0,0.0,198839.0,Metric Tons
Corn,2025-09-11,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-09-11,PANAMA,-11672.0,20767.0,20767.0,189000.0,Metric Tons
Corn,2025-09-11,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-09-11,PHIL,1000.0,236.0,236.0,28101.0,Metric Tons
Corn,2025-09-11,PORTUGL,40417.0,75417.0,75417.0,30000.0,Metric Tons
Corn,2025-09-11,SALVADR,5160.0,12660.0,32718.0,161464.0,Metric Tons
Corn,2025-09-11,SPAIN,141496.0,71496.0,146493.0,455500.0,Metric Tons
Corn,2025-09-11,TAIWAN,11435.0,70632.0,84673.0,412215.0,Metric Tons
Corn,2025-09-11,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-09-11,TUNISIA,18048.0,18048.0,18048.0,0.0,Metric Tons
Corn,2025-09-11,U KING,8000.0,0.0,0.0,100886.0,Metric Tons
Corn,2025-09-11,UNKNOWN,-91744.0,0.0,0.0,5464602.0,Metric Tons
Corn,2025-09-11,VENEZ,0.0,0.0,0.0,22400.0,Metric Tons
Corn,2025-09-11,VIETNAM,22200.0,0.0,9500.0,389751.0,Metric Tons
Corn,2025-09-18,ALGERIA,64345.0,34345.0,34345.0,93000.0,Metric Tons
Corn,2025-09-18,BANGLADH,0.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-09-18,BARBADO,0.0,0.0,0.0,3000.0,Metric Tons
Corn,2025-09-18,C RICA,66421.0,0.0,32632.0,343126.0,Metric Tons
Corn,2025-09-18,CANADA,317.0,14890.0,22145.0,182978.0,Metric Tons
Corn,2025-09-18,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-09-18,COLOMB,190916.0,162375.0,347478.0,1516010.0,Metric Tons
Corn,2025-09-18,DOM REP,0.0,0.0,0.0,4050.0,Metric Tons
Corn,2025-09-18,EGYPT,0.0,0.0,58045.0,70206.0,Metric Tons
Corn,2025-09-18,GUATMAL,2540.0,0.0,15230.0,246756.0,Metric Tons
Corn,2025-09-18,HG KONG,0.0,442.0,1604.0,925.0,Metric Tons
Corn,2025-09-18,HONDURA,8380.0,38850.0,46480.0,365329.0,Metric Tons
Corn,2025-09-18,INDNSIA,0.0,0.0,0.0,732.0,Metric Tons
Corn,2025-09-18,IRELAND,20214.0,60194.0,129289.0,59967.0,Metric Tons
Corn,2025-09-18,ISRAEL,0.0,0.0,0.0,105000.0,Metric Tons
Corn,2025-09-18,ITALY,0.0,0.0,0.0,30000.0,Metric Tons
Corn,2025-09-18,JAMAICA,0.0,0.0,33996.0,64900.0,Metric Tons
Corn,2025-09-18,JAPAN,86946.0,331586.0,863999.0,2100946.0,Metric Tons
Corn,2025-09-18,JORDAN,0.0,1.0,23.0,172.0,Metric Tons
Corn,2025-09-18,KOR REP,65007.0,1461.0,138909.0,1363217.0,Metric Tons
Corn,2025-09-18,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-09-18,LIBYA,0.0,0.0,36307.0,0.0,Metric Tons
Corn,2025-09-18,LW WW I,0.0,0.0,0.0,4900.0,Metric Tons
Corn,2025-09-18,MALAYSA,0.0,0.0,3032.0,39712.0,Metric Tons
Corn,2025-09-18,MEXICO,891098.0,490984.0,1199909.0,7713719.0,Metric Tons
Corn,2025-09-18,MOROCCO,0.0,0.0,27080.0,80000.0,Metric Tons
Corn,2025-09-18,NICARAG,1454.0,0.0,0.0,200293.0,Metric Tons
Corn,2025-09-18,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-09-18,PANAMA,0.0,0.0,20767.0,189000.0,Metric Tons
Corn,2025-09-18,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-09-18,PHIL,8975.0,0.0,236.0,37076.0,Metric Tons
Corn,2025-09-18,PORTUGL,0.0,0.0,75417.0,30000.0,Metric Tons
Corn,2025-09-18,SALVADR,2693.0,15993.0,48711.0,148164.0,Metric Tons
Corn,2025-09-18,SPAIN,97115.0,97115.0,243608.0,455500.0,Metric Tons
Corn,2025-09-18,TAIWAN,75986.0,12975.0,97648.0,475226.0,Metric Tons
Corn,2025-09-18,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-09-18,TUNISIA,14950.0,14950.0,32998.0,0.0,Metric Tons
Corn,2025-09-18,U KING,35437.0,39655.0,39655.0,96668.0,Metric Tons
Corn,2025-09-18,UNKNOWN,290651.0,0.0,0.0,5755253.0,Metric Tons
Corn,2025-09-18,VENEZ,0.0,0.0,0.0,22400.0,Metric Tons
Corn,2025-09-18,VIETNAM,0.0,51.0,9551.0,389700.0,Metric Tons
Corn,2025-09-25,ALGERIA,3000.0,33000.0,67345.0,63000.0,Metric Tons
Corn,2025-09-25,BANGLADH,0.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-09-25,BARBADO,2000.0,3000.0,3000.0,2000.0,Metric Tons
Corn,2025-09-25,C RICA,-7500.0,0.0,32632.0,335626.0,Metric Tons
Corn,2025-09-25,CANADA,-615.0,7270.0,29415.0,175093.0,Metric Tons
Corn,2025-09-25,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-09-25,COLOMB,170119.0,118685.0,466163.0,1567444.0,Metric Tons
Corn,2025-09-25,DOM REP,0.0,0.0,0.0,4050.0,Metric Tons
Corn,2025-09-25,EGYPT,0.0,0.0,58045.0,70206.0,Metric Tons
Corn,2025-09-25,GUATMAL,254460.0,9960.0,25190.0,491256.0,Metric Tons
Corn,2025-09-25,HG KONG,0.0,0.0,1604.0,925.0,Metric Tons
Corn,2025-09-25,HONDURA,-4099.0,27414.0,73894.0,333816.0,Metric Tons
Corn,2025-09-25,INDNSIA,1000.0,47.0,47.0,1685.0,Metric Tons
Corn,2025-09-25,IRELAND,0.0,0.0,129289.0,59967.0,Metric Tons
Corn,2025-09-25,ISRAEL,54728.0,54728.0,54728.0,105000.0,Metric Tons
Corn,2025-09-25,ITALY,-10000.0,0.0,0.0,20000.0,Metric Tons
Corn,2025-09-25,JAMAICA,0.0,0.0,33996.0,64900.0,Metric Tons
Corn,2025-09-25,JAPAN,123521.0,265596.0,1129595.0,1958871.0,Metric Tons
Corn,2025-09-25,JORDAN,0.0,0.0,23.0,172.0,Metric Tons
Corn,2025-09-25,KOR REP,270138.0,210013.0,348922.0,1423342.0,Metric Tons
Corn,2025-09-25,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-09-25,LIBYA,0.0,0.0,36307.0,0.0,Metric Tons
Corn,2025-09-25,LW WW I,1320.0,1000.0,1000.0,5220.0,Metric Tons
Corn,2025-09-25,MALAYSA,0.0,962.0,3994.0,38750.0,Metric Tons
Corn,2025-09-25,MEXICO,512140.0,512453.0,1712362.0,7713406.0,Metric Tons
Corn,2025-09-25,MOROCCO,0.0,32913.0,59993.0,47087.0,Metric Tons
Corn,2025-09-25,N ZEAL,33000.0,0.0,0.0,33000.0,Metric Tons
Corn,2025-09-25,NICARAG,7901.0,10702.0,10702.0,197492.0,Metric Tons
Corn,2025-09-25,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-09-25,PANAMA,31000.0,7700.0,28467.0,212300.0,Metric Tons
Corn,2025-09-25,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-09-25,PHIL,2000.0,130.0,366.0,38946.0,Metric Tons
Corn,2025-09-25,PORTUGL,0.0,0.0,75417.0,30000.0,Metric Tons
Corn,2025-09-25,SALVADR,7500.0,0.0,48711.0,155664.0,Metric Tons
Corn,2025-09-25,SPAIN,76512.0,60512.0,304120.0,471500.0,Metric Tons
Corn,2025-09-25,TAIWAN,7498.0,73095.0,170743.0,409629.0,Metric Tons
Corn,2025-09-25,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-09-25,TUNISIA,0.0,0.0,32998.0,0.0,Metric Tons
Corn,2025-09-25,U KING,0.0,0.0,39655.0,96668.0,Metric Tons
Corn,2025-09-25,UNKNOWN,-140798.0,0.0,0.0,5614455.0,Metric Tons
Corn,2025-09-25,VENEZ,0.0,0.0,0.0,22400.0,Metric Tons
Corn,2025-09-25,VIETNAM,24.0,0.0,9551.0,389724.0,Metric Tons
Corn,2025-10-02,ALGERIA,3297.0,36297.0,103642.0,30000.0,Metric Tons
Corn,2025-10-02,BANGLADH,0.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-10-02,BARBADO,0.0,0.0,3000.0,2000.0,Metric Tons
Corn,2025-10-02,C RICA,87753.0,60269.0,92901.0,363110.0,Metric Tons
Corn,2025-10-02,CANADA,30640.0,2465.0,31880.0,203268.0,Metric Tons
Corn,2025-10-02,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-10-02,COLOMB,118111.0,153391.0,619554.0,1532164.0,Metric Tons
Corn,2025-10-02,DOM REP,0.0,0.0,0.0,4050.0,Metric Tons
Corn,2025-10-02,EGYPT,4800.0,67800.0,125845.0,7206.0,Metric Tons
Corn,2025-10-02,GUATMAL,11914.0,11915.0,37105.0,491255.0,Metric Tons
Corn,2025-10-02,HG KONG,246.0,0.0,1604.0,1171.0,Metric Tons
Corn,2025-10-02,HONDURA,10420.0,9220.0,83114.0,335016.0,Metric Tons
Corn,2025-10-02,INDNSIA,0.0,0.0,47.0,1685.0,Metric Tons
Corn,2025-10-02,IRELAND,0.0,0.0,129289.0,59967.0,Metric Tons
Corn,2025-10-02,ISRAEL,-465.0,104535.0,159263.0,0.0,Metric Tons
Corn,2025-10-02,ITALY,37626.0,37626.0,37626.0,20000.0,Metric Tons
Corn,2025-10-02,JAMAICA,483.0,7583.0,41579.0,57800.0,Metric Tons
Corn,2025-10-02,JAPAN,680313.0,242713.0,1372308.0,2396471.0,Metric Tons
Corn,2025-10-02,JORDAN,0.0,0.0,23.0,172.0,Metric Tons
Corn,2025-10-02,KOR REP,346705.0,71502.0,420424.0,1698545.0,Metric Tons
Corn,2025-10-02,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-10-02,LIBYA,0.0,0.0,36307.0,0.0,Metric Tons
Corn,2025-10-02,LW WW I,194.0,4194.0,5194.0,1220.0,Metric Tons
Corn,2025-10-02,MALAYSA,-973.0,1027.0,5021.0,36750.0,Metric Tons
Corn,2025-10-02,MEXICO,500669.0,610437.0,2322799.0,7603638.0,Metric Tons
Corn,2025-10-02,MOROCCO,22913.0,0.0,59993.0,70000.0,Metric Tons
Corn,2025-10-02,N ZEAL,0.0,0.0,0.0,33000.0,Metric Tons
Corn,2025-10-02,NICARAG,3100.0,55540.0,66242.0,145052.0,Metric Tons
Corn,2025-10-02,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-10-02,PANAMA,1015.0,21315.0,49782.0,192000.0,Metric Tons
Corn,2025-10-02,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-10-02,PHIL,0.0,0.0,366.0,38946.0,Metric Tons
Corn,2025-10-02,PORTUGL,65000.0,0.0,75417.0,95000.0,Metric Tons
Corn,2025-10-02,S ARAB,51826.0,51826.0,51826.0,0.0,Metric Tons
Corn,2025-10-02,SALVADR,21717.0,0.0,48711.0,177381.0,Metric Tons
Corn,2025-10-02,SPAIN,141863.0,207863.0,511983.0,405500.0,Metric Tons
Corn,2025-10-02,TAIWAN,72618.0,73102.0,243845.0,409145.0,Metric Tons
Corn,2025-10-02,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-10-02,TUNISIA,0.0,0.0,32998.0,0.0,Metric Tons
Corn,2025-10-02,U KING,0.0,0.0,39655.0,96668.0,Metric Tons
Corn,2025-10-02,UNKNOWN,47953.0,0.0,0.0,5662408.0,Metric Tons
Corn,2025-10-02,VENEZ,0.0,0.0,0.0,22400.0,Metric Tons
Corn,2025-10-02,VIETNAM,0.0,0.0,9551.0,389724.0,Metric Tons
Corn,2025-10-09,ALGERIA,32788.0,27788.0,131430.0,35000.0,Metric Tons
Corn,2025-10-09,BANGLADH,0.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-10-09,BARBADO,0.0,0.0,3000.0,2000.0,Metric Tons
Corn,2025-10-09,C RICA,68839.0,0.0,92901.0,431949.0,Metric Tons
Corn,2025-10-09,CANADA,60586.0,5799.0,37679.0,258055.0,Metric Tons
Corn,2025-10-09,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-10-09,COLOMB,-60716.0,169685.0,789239.0,1301763.0,Metric Tons
Corn,2025-10-09,DOM REP,0.0,0.0,0.0,4050.0,Metric Tons
Corn,2025-10-09,EGYPT,0.0,0.0,125845.0,7206.0,Metric Tons
Corn,2025-10-09,GUATMAL,1300.0,36300.0,73405.0,456255.0,Metric Tons
Corn,2025-10-09,HG KONG,458.0,0.0,1604.0,1629.0,Metric Tons
Corn,2025-10-09,HONDURA,1200.0,0.0,83114.0,336216.0,Metric Tons
Corn,2025-10-09,INDNSIA,0.0,212.0,259.0,1473.0,Metric Tons
Corn,2025-10-09,IRELAND,0.0,0.0,129289.0,59967.0,Metric Tons
Corn,2025-10-09,ISRAEL,0.0,0.0,159263.0,0.0,Metric Tons
Corn,2025-10-09,ITALY,0.0,0.0,37626.0,20000.0,Metric Tons
Corn,2025-10-09,JAMAICA,0.0,0.0,41579.0,57800.0,Metric Tons
Corn,2025-10-09,JAPAN,67921.0,63841.0,1436149.0,2400551.0,Metric Tons
Corn,2025-10-09,JORDAN,0.0,13.0,36.0,159.0,Metric Tons
Corn,2025-10-09,KOR REP,77485.0,280250.0,700674.0,1495780.0,Metric Tons
Corn,2025-10-09,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-10-09,LIBYA,0.0,0.0,36307.0,0.0,Metric Tons
Corn,2025-10-09,LW WW I,0.0,0.0,5194.0,1220.0,Metric Tons
Corn,2025-10-09,MALAYSA,403.0,982.0,6003.0,36171.0,Metric Tons
Corn,2025-10-09,MEXICO,841634.0,399340.0,2722139.0,8045932.0,Metric Tons
Corn,2025-10-09,MOROCCO,0.0,0.0,59993.0,70000.0,Metric Tons
Corn,2025-10-09,N ZEAL,0.0,0.0,0.0,33000.0,Metric Tons
Corn,2025-10-09,NICARAG,-10040.0,0.0,66242.0,135012.0,Metric Tons
Corn,2025-10-09,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-10-09,PANAMA,3500.0,0.0,49782.0,195500.0,Metric Tons
Corn,2025-10-09,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-10-09,PHIL,18.0,139.0,505.0,38825.0,Metric Tons
Corn,2025-10-09,PORTUGL,40000.0,40000.0,115417.0,95000.0,Metric Tons
Corn,2025-10-09,S ARAB,0.0,0.0,51826.0,0.0,Metric Tons
Corn,2025-10-09,SALVADR,0.0,0.0,48711.0,177381.0,Metric Tons
Corn,2025-10-09,SPAIN,89033.0,95033.0,607016.0,399500.0,Metric Tons
Corn,2025-10-09,TAIWAN,1941.0,2013.0,245858.0,409073.0,Metric Tons
Corn,2025-10-09,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-10-09,TUNISIA,0.0,0.0,32998.0,0.0,Metric Tons
Corn,2025-10-09,U KING,0.0,0.0,39655.0,96668.0,Metric Tons
Corn,2025-10-09,UNKNOWN,110000.0,0.0,0.0,5772408.0,Metric Tons
Corn,2025-10-09,VENEZ,0.0,0.0,0.0,22400.0,Metric Tons
Corn,2025-10-09,VIETNAM,260.0,1085.0,10636.0,388899.0,Metric Tons
Corn,2025-10-16,ALGERIA,0.0,0.0,131430.0,35000.0,Metric Tons
Corn,2025-10-16,BANGLADH,0.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-10-16,BARBADO,0.0,0.0,3000.0,2000.0,Metric Tons
Corn,2025-10-16,C RICA,36892.0,15176.0,108077.0,453665.0,Metric Tons
Corn,2025-10-16,CANADA,7056.0,8513.0,46192.0,256598.0,Metric Tons
Corn,2025-10-16,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-10-16,COLOMB,256698.0,256231.0,1045470.0,1302230.0,Metric Tons
Corn,2025-10-16,DOM REP,19905.0,4455.0,4455.0,19500.0,Metric Tons
Corn,2025-10-16,EGYPT,0.0,0.0,125845.0,7206.0,Metric Tons
Corn,2025-10-16,GUATMAL,66508.0,66000.0,139405.0,456763.0,Metric Tons
Corn,2025-10-16,HG KONG,0.0,368.0,1972.0,1261.0,Metric Tons
Corn,2025-10-16,HONDURA,27148.0,21132.0,104246.0,342232.0,Metric Tons
Corn,2025-10-16,INDNSIA,65.0,1043.0,1302.0,495.0,Metric Tons
Corn,2025-10-16,IRELAND,0.0,0.0,129289.0,59967.0,Metric Tons
Corn,2025-10-16,ISRAEL,50000.0,0.0,159263.0,50000.0,Metric Tons
Corn,2025-10-16,ITALY,0.0,0.0,37626.0,20000.0,Metric Tons
Corn,2025-10-16,JAMAICA,0.0,0.0,41579.0,57800.0,Metric Tons
Corn,2025-10-16,JAPAN,142267.0,205267.0,1641416.0,2337551.0,Metric Tons
Corn,2025-10-16,JORDAN,0.0,0.0,36.0,159.0,Metric Tons
Corn,2025-10-16,KOR REP,138414.0,109858.0,810532.0,1524336.0,Metric Tons
Corn,2025-10-16,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-10-16,LIBYA,0.0,0.0,36307.0,0.0,Metric Tons
Corn,2025-10-16,LW WW I,0.0,0.0,5194.0,1220.0,Metric Tons
Corn,2025-10-16,MALAYSA,394.0,0.0,6003.0,36565.0,Metric Tons
Corn,2025-10-16,MEXICO,1717934.0,349764.0,3071903.0,9414102.0,Metric Tons
Corn,2025-10-16,MOROCCO,21573.0,21573.0,81566.0,70000.0,Metric Tons
Corn,2025-10-16,N ZEAL,0.0,0.0,0.0,33000.0,Metric Tons
Corn,2025-10-16,NICARAG,102940.0,0.0,66242.0,237952.0,Metric Tons
Corn,2025-10-16,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-10-16,PANAMA,0.0,0.0,49782.0,195500.0,Metric Tons
Corn,2025-10-16,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-10-16,PHIL,60000.0,2000.0,2505.0,96825.0,Metric Tons
Corn,2025-10-16,PORTUGL,39176.0,69176.0,184593.0,65000.0,Metric Tons
Corn,2025-10-16,S ARAB,0.0,0.0,51826.0,0.0,Metric Tons
Corn,2025-10-16,SALVADR,64047.0,58093.0,106804.0,183335.0,Metric Tons
Corn,2025-10-16,SPAIN,63102.0,201102.0,808118.0,261500.0,Metric Tons
Corn,2025-10-16,TAIWAN,93276.0,424.0,246282.0,501925.0,Metric Tons
Corn,2025-10-16,TRINID,0.0,0.0,0.0,8000.0,Metric Tons
Corn,2025-10-16,TUNISIA,0.0,0.0,32998.0,0.0,Metric Tons
Corn,2025-10-16,U KING,1931.0,19931.0,59586.0,78668.0,Metric Tons
Corn,2025-10-16,UNKNOWN,-213764.0,0.0,0.0,5558644.0,Metric Tons
Corn,2025-10-16,VENEZ,60000.0,0.0,0.0,82400.0,Metric Tons
Corn,2025-10-16,VIETNAM,67000.0,24.0,10660.0,455875.0,Metric Tons
Corn,2025-10-23,ALGERIA,0.0,0.0,131430.0,35000.0,Metric Tons
Corn,2025-10-23,BANGLADH,0.0,0.0,0.0,1111.0,Metric Tons
Corn,2025-10-23,BARBADO,0.0,0.0,3000.0,2000.0,Metric Tons
Corn,2025-10-23,C RICA,8627.0,0.0,108077.0,462292.0,Metric Tons
Corn,2025-10-23,CANADA,1575.0,8633.0,54825.0,249540.0,Metric Tons
Corn,2025-10-23,CHINA,0.0,0.0,0.0,0.0,Metric Tons
Corn,2025-10-23,COLOMB,116943.0,184088.0,1229558.0,1235085.0,Metric Tons
Corn,2025-10-23,DOM REP,19500.0,0.0,4455.0,39000.0,Metric Tons
Corn,2025-10-23,EGYPT,0.0,0.0,125845.0,7206.0,Metric Tons
Corn,2025-10-23,GUATMAL,1636.0,40700.0,180105.0,417699.0,Metric Tons
Corn,2025-10-23,HG KONG,122.0,0.0,1972.0,1383.0,Metric Tons
Corn,2025-10-23,HONDURA,75179.0,76529.0,180775.0,340882.0,Metric Tons
Corn,2025-10-23,INDNSIA,0.0,0.0,1302.0,495.0,Metric Tons
Corn,2025-10-23,IRELAND,-29.0,19962.0,149251.0,39976.0,Metric Tons
Corn,2025-10-23,ISRAEL,0.0,0.0,159263.0,50000.0,Metric Tons
Corn,2025-10-23,ITALY,0.0,0.0,37626.0,20000.0,Metric Tons
Corn,2025-10-23,JAMAICA,232.0,7132.0,48711.0,50900.0,Metric Tons
Corn,2025-10-23,JAPAN,156652.0,137652.0,1779068.0,2356551.0,Metric Tons
Corn,2025-10-23,JORDAN,0.0,0.0,36.0,159.0,Metric Tons
Corn,2025-10-23,KOR REP,11521.0,170601.0,981133.0,1365256.0,Metric Tons
Corn,2025-10-23,KUWAIT,0.0,0.0,0.0,2.0,Metric Tons
Corn,2025-10-23,LIBYA,0.0,0.0,36307.0,0.0,Metric Tons
Corn,2025-10-23,LW WW I,0.0,0.0,5194.0,1220.0,Metric Tons
Corn,2025-10-23,MALAYSA,0.0,301.0,6304.0,36264.0,Metric Tons
Corn,2025-10-23,MEXICO,637537.0,508396.0,3580299.0,9543243.0,Metric Tons
Corn,2025-10-23,MOROCCO,0.0,0.0,81566.0,70000.0,Metric Tons
Corn,2025-10-23,N ZEAL,0.0,0.0,0.0,33000.0,Metric Tons
Corn,2025-10-23,NICARAG,101730.0,0.0,66242.0,339682.0,Metric Tons
Corn,2025-10-23,PAKISTN,0.0,0.0,0.0,96.0,Metric Tons
Corn,2025-10-23,PANAMA,32498.0,9898.0,59680.0,218100.0,Metric Tons
Corn,2025-10-23,PERU,0.0,0.0,0.0,316.0,Metric Tons
Corn,2025-10-23,PHIL,0.0,571.0,3076.0,96254.0,Metric Tons
Corn,2025-10-23,PORTUGL,74074.0,74074.0,258667.0,65000.0,Metric Tons
Corn,2025-10-23,S ARAB,0.0,0.0,51826.0,0.0,Metric Tons
Corn,2025-10-23,S LANKA,50.0,0.0,0.0,50.0,Metric Tons
