date,product,position,ship_from,ship_to,price_usd_mt
2026-01-06,Soybean Meal,23040010100B,2026-05,2026-05,322.0
2026-01-06,Soybean Meal,23040010100B,2026-06,2026-07,327.0
2026-01-06,Soybean Meal,23040010100B,2026-08,2026-10,330.0
2026-01-06,Soybean Meal,23040010100B,2026-11,2026-12,334.0
2026-01-07,Soybeans,12019000190C,2026-01,2026-01,408.0
2026-01-07,Soybeans,12019000190C,2026-02,2026-02,414.0
2026-01-07,Soybeans,12019000190C,2026-03,2026-03,405.0
2026-01-07,Soybeans,12019000190C,2026-04,2026-04,390.0
2026-01-07,Soybeans,12019000190C,2026-05,2026-05,391.0
2026-01-07,Soybeans,12019000190C,2026-06,2026-06,395.0
2026-01-07,Soybeans,12019000190C,2026-07,2026-09,409.0
2026-01-07,Soybeans,12019000190C,2026-10,2026-12,430.0
2026-01-07,Soybean Oil,15071000100Q,2026-01,2026-01,1088.0
2026-01-07,Soybean Oil,15071000100Q,2026-02,2026-02,1080.0
2026-01-07,Soybean Oil,15071000100Q,2026-03,2026-03,1057.0
2026-01-07,Soybean Oil,15071000100Q,2026-04,2026-04,1018.0
2026-01-07,Soybean Oil,15071000100Q,2026-05,2026-05,1020.0
2026-01-07,Soybean Oil,15071000100Q,2026-06,2026-07,1025.0
2026-01-07,Soybean Oil,15071000100Q,2026-08,2026-12,1019.0
2026-01-07,Sunflower Oil,15121110310E,2026-01,2026-01,1224.0
2026-01-07,Sunflower Oil,15121110310E,2026-02,2026-02,1229.0
2026-01-07,Sunflower Oil,15121110310E,2026-03,2026-03,1225.0
2026-01-07,Sunflower Oil,15121110310E,2026-04,2026-04,1216.0
2026-01-07,Sunflower Oil,15121110310E,2026-05,2026-06,1206.0
2026-01-07,Sunflower Oil,15121110310E,2026-07,2026-12,1214.0
2026-01-07,Soybean Meal,23040010100B,2026-01,2026-01,348.0
2026-01-07,Soybean Meal,23040010100B,2026-02,2026-02,349.0
2026-01-07,Soybean Meal,23040010100B,2026-03,2026-03,347.0
2026-01-07,Soybean Meal,23040010100B,2026-04,2026-04,331.0
2026-01-07,Soybean Meal,23040010100B,2026-05,2026-05,329.0
2026-01-07,Soybean Meal,23040010100B,2026-06,2026-10,333.0
2026-01-07,Soybean Meal,23040010100B,2026-11,2026-12,339.0
2026-01-08,Soybeans,12019000190C,2026-01,2026-01,405.0
2026-01-08,Soybeans,12019000190C,2026-02,2026-02,413.0
2026-01-08,Soybeans,12019000190C,2026-03,2026-03,403.0
2026-01-08,Soybeans,12019000190C,2026-04,2026-04,390.0
2026-01-08,Soybeans,12019000190C,2026-05,2026-05,391.0
2026-01-08,Soybeans,12019000190C,2026-06,2026-06,394.0
2026-01-08,Soybeans,12019000190C,2026-07,2026-09,407.0
2026-01-08,Soybeans,12019000190C,2026-10,2026-12,429.0
2026-01-08,Soybean Oil,15071000100Q,2026-01,2026-01,1097.0
2026-01-08,Soybean Oil,15071000100Q,2026-02,2026-02,1094.0
2026-01-08,Soybean Oil,15071000100Q,2026-03,2026-03,1077.0
2026-01-08,Soybean Oil,15071000100Q,2026-04,2026-05,1025.0
2026-01-08,Soybean Oil,15071000100Q,2026-06,2026-07,1029.0
2026-01-08,Soybean Oil,15071000100Q,2026-08,2026-12,1019.0
2026-01-08,Sunflower Oil,15121110310E,2026-01,2026-01,1231.0
2026-01-08,Sunflower Oil,15121110310E,2026-02,2026-02,1234.0
2026-01-08,Sunflower Oil,15121110310E,2026-03,2026-03,1232.0
2026-01-08,Sunflower Oil,15121110310E,2026-04,2026-04,1223.0
2026-01-08,Sunflower Oil,15121110310E,2026-05,2026-06,1214.0
2026-01-08,Sunflower Oil,15121110310E,2026-07,2026-12,1224.0
2026-01-08,Soybean Meal,23040010100B,2026-01,2026-02,347.0
2026-01-08,Soybean Meal,23040010100B,2026-03,2026-03,346.0
2026-01-08,Soybean Meal,23040010100B,2026-04,2026-04,329.0
2026-01-08,Soybean Meal,23040010100B,2026-05,2026-05,327.0
2026-01-08,Soybean Meal,23040010100B,2026-06,2026-10,331.0
2026-01-08,Soybean Meal,23040010100B,2026-11,2026-12,336.0
2026-01-09,Soybeans,12019000190C,2026-01,2026-01,404.0
2026-01-09,Soybeans,12019000190C,2026-02,2026-02,411.0
2026-01-09,Soybeans,12019000190C,2026-03,2026-03,404.0
2026-01-09,Soybeans,12019000190C,2026-04,2026-04,393.0
2026-01-09,Soybeans,12019000190C,2026-05,2026-05,392.0
2026-01-09,Soybeans,12019000190C,2026-06,2026-06,396.0
2026-01-09,Soybeans,12019000190C,2026-07,2026-09,408.0
2026-01-09,Soybeans,12019000190C,2026-10,2026-12,429.0
2026-01-09,Soybean Oil,15071000100Q,2026-01,2026-01,1104.0
2026-01-09,Soybean Oil,15071000100Q,2026-02,2026-02,1100.0
2026-01-09,Soybean Oil,15071000100Q,2026-03,2026-03,1087.0
2026-01-09,Soybean Oil,15071000100Q,2026-04,2026-05,1034.0
2026-01-09,Soybean Oil,15071000100Q,2026-06,2026-06,1038.0
2026-01-09,Soybean Oil,15071000100Q,2026-07,2026-07,1036.0
2026-01-09,Soybean Oil,15071000100Q,2026-08,2026-12,1026.0
2026-01-09,Sunflower Oil,15121110310E,2026-01,2026-01,1230.0
2026-01-09,Sunflower Oil,15121110310E,2026-02,2026-02,1240.0
2026-01-09,Sunflower Oil,15121110310E,2026-03,2026-03,1236.0
2026-01-09,Sunflower Oil,15121110310E,2026-04,2026-04,1225.0
2026-01-09,Sunflower Oil,15121110310E,2026-05,2026-06,1222.0
2026-01-09,Sunflower Oil,15121110310E,2026-07,2026-09,1228.0
2026-01-09,Sunflower Oil,15121110310E,2026-10,2026-12,1210.0
2026-01-09,Soybean Meal,23040010100B,2026-01,2026-01,347.0
2026-01-09,Soybean Meal,23040010100B,2026-02,2026-02,348.0
2026-01-09,Soybean Meal,23040010100B,2026-03,2026-03,347.0
2026-01-09,Soybean Meal,23040010100B,2026-04,2026-04,331.0
2026-01-09,Soybean Meal,23040010100B,2026-05,2026-05,329.0
2026-01-09,Soybean Meal,23040010100B,2026-06,2026-10,332.0
2026-01-09,Soybean Meal,23040010100B,2026-11,2026-12,338.0
2026-01-12,Soybeans,12019000190C,2026-01,2026-01,399.0
2026-01-12,Soybeans,12019000190C,2026-02,2026-02,407.0
2026-01-12,Soybeans,12019000190C,2026-03,2026-03,399.0
2026-01-12,Soybeans,12019000190C,2026-04,2026-05,388.0
2026-01-12,Soybeans,12019000190C,2026-06,2026-06,392.0
2026-01-12,Soybeans,12019000190C,2026-07,2026-09,405.0
2026-01-12,Soybeans,12019000190C,2026-10,2026-12,428.0
2026-01-12,Soybean Oil,15071000100Q,2026-01,2026-01,1119.0
2026-01-12,Soybean Oil,15071000100Q,2026-02,2026-02,1122.0
2026-01-12,Soybean Oil,15071000100Q,2026-03,2026-03,1105.0
2026-01-12,Soybean Oil,15071000100Q,2026-04,2026-04,1050.0
2026-01-12,Soybean Oil,15071000100Q,2026-05,2026-07,1051.0
2026-01-12,Soybean Oil,15071000100Q,2026-08,2026-12,1037.0
2026-01-12,Sunflower Oil,15121110310E,2026-01,2026-01,1250.0
2026-01-12,Sunflower Oil,15121110310E,2026-02,2026-03,1259.0
2026-01-12,Sunflower Oil,15121110310E,2026-04,2026-06,1252.0
2026-01-12,Sunflower Oil,15121110310E,2026-07,2026-12,1248.0
2026-01-12,Soybean Meal,23040010100B,2026-01,2026-01,342.0
2026-01-12,Soybean Meal,23040010100B,2026-02,2026-02,343.0
2026-01-12,Soybean Meal,23040010100B,2026-03,2026-03,341.0
2026-01-12,Soybean Meal,23040010100B,2026-04,2026-08,325.0
2026-01-12,Soybean Meal,23040010100B,2026-09,2026-12,333.0
2026-01-13,Soybeans,12019000190C,2026-01,2026-01,395.0
2026-01-13,Soybeans,12019000190C,2026-02,2026-02,402.0
2026-01-13,Soybeans,12019000190C,2026-03,2026-03,395.0
2026-01-13,Soybeans,12019000190C,2026-04,2026-05,384.0
2026-01-13,Soybeans,12019000190C,2026-06,2026-06,388.0
2026-01-13,Soybeans,12019000190C,2026-07,2026-09,402.0
2026-01-13,Soybeans,12019000190C,2026-10,2026-12,424.0
2026-01-13,Soybean Oil,15071000100Q,2026-01,2026-01,1128.0
2026-01-13,Soybean Oil,15071000100Q,2026-02,2026-02,1124.0
2026-01-13,Soybean Oil,15071000100Q,2026-03,2026-03,1115.0
2026-01-13,Soybean Oil,15071000100Q,2026-04,2026-04,1047.0
2026-01-13,Soybean Oil,15071000100Q,2026-05,2026-05,1044.0
2026-01-13,Soybean Oil,15071000100Q,2026-06,2026-12,1046.0
2026-01-13,Sunflower Oil,15121110310E,2026-01,2026-01,1280.0
2026-01-13,Sunflower Oil,15121110310E,2026-02,2026-03,1289.0
2026-01-13,Sunflower Oil,15121110310E,2026-04,2026-07,1275.0
2026-01-13,Sunflower Oil,15121110310E,2026-08,2026-12,1255.0
2026-01-13,Soybean Meal,23040010100B,2026-01,2026-01,335.0
2026-01-13,Soybean Meal,23040010100B,2026-02,2026-02,336.0
2026-01-13,Soybean Meal,23040010100B,2026-03,2026-03,334.0
2026-01-13,Soybean Meal,23040010100B,2026-04,2026-04,319.0
2026-01-13,Soybean Meal,23040010100B,2026-05,2026-05,318.0
2026-01-13,Soybean Meal,23040010100B,2026-06,2026-10,320.0
2026-01-13,Soybean Meal,23040010100B,2026-11,2026-12,327.0
2026-01-14,Soybeans,12019000190C,2026-01,2026-01,400.0
2026-01-14,Soybeans,12019000190C,2026-02,2026-02,408.0
2026-01-14,Soybeans,12019000190C,2026-03,2026-03,398.0
2026-01-14,Soybeans,12019000190C,2026-04,2026-05,386.0
2026-01-14,Soybeans,12019000190C,2026-06,2026-06,389.0
2026-01-14,Soybeans,12019000190C,2026-07,2026-08,398.0
2026-01-14,Soybeans,12019000190C,2026-09,2026-12,425.0
2026-01-14,Soybean Oil,15071000100Q,2026-01,2026-02,1126.0
2026-01-14,Soybean Oil,15071000100Q,2026-03,2026-03,1113.0
2026-01-14,Soybean Oil,15071000100Q,2026-04,2026-04,1041.0
2026-01-14,Soybean Oil,15071000100Q,2026-05,2026-05,1039.0
2026-01-14,Soybean Oil,15071000100Q,2026-06,2026-12,1043.0
2026-01-14,Sunflower Oil,15121110310E,2026-01,2026-01,1282.0
2026-01-14,Sunflower Oil,15121110310E,2026-02,2026-02,1288.0
2026-01-14,Sunflower Oil,15121110310E,2026-03,2026-03,1286.0
2026-01-14,Sunflower Oil,15121110310E,2026-04,2026-05,1273.0
2026-01-14,Sunflower Oil,15121110310E,2026-06,2026-12,1260.0
2026-01-14,Soybean Meal,23040010100B,2026-01,2026-02,337.0
2026-01-14,Soybean Meal,23040010100B,2026-03,2026-03,336.0
2026-01-14,Soybean Meal,23040010100B,2026-04,2026-04,320.0
2026-01-14,Soybean Meal,23040010100B,2026-05,2026-05,319.0
2026-01-14,Soybean Meal,23040010100B,2026-06,2026-06,321.0
2026-01-14,Soybean Meal,23040010100B,2026-07,2026-10,320.0
2026-01-14,Soybean Meal,23040010100B,2026-11,2026-12,327.0
2026-01-15,Soybeans,12019000190C,2026-01,2026-01,404.0
2026-01-15,Soybeans,12019000190C,2026-02,2026-02,411.0
2026-01-15,Soybeans,12019000190C,2026-03,2026-03,403.0
2026-01-15,Soybeans,12019000190C,2026-04,2026-05,389.0
2026-01-15,Soybeans,12019000190C,2026-06,2026-06,392.0
2026-01-15,Soybeans,12019000190C,2026-07,2026-08,401.0
2026-01-15,Soybeans,12019000190C,2026-09,2026-12,428.0
2026-01-15,Soybean Oil,15071000100Q,2026-01,2026-02,1148.0
2026-01-15,Soybean Oil,15071000100Q,2026-03,2026-03,1134.0
2026-01-15,Soybean Oil,15071000100Q,2026-04,2026-04,1065.0
2026-01-15,Soybean Oil,15071000100Q,2026-05,2026-05,1064.0
2026-01-15,Soybean Oil,15071000100Q,2026-06,2026-12,1063.0
2026-01-15,Sunflower Oil,15121110310E,2026-01,2026-02,1288.0
2026-01-15,Sunflower Oil,15121110310E,2026-03,2026-03,1291.0
2026-01-15,Sunflower Oil,15121110310E,2026-04,2026-04,1281.0
2026-01-15,Sunflower Oil,15121110310E,2026-05,2026-05,1272.0
2026-01-15,Sunflower Oil,15121110310E,2026-06,2026-06,1255.0
2026-01-15,Sunflower Oil,15121110310E,2026-07,2026-12,1270.0
2026-01-15,Soybean Meal,23040010100B,2026-01,2026-02,333.0
2026-01-15,Soybean Meal,23040010100B,2026-03,2026-03,332.0
2026-01-15,Soybean Meal,23040010100B,2026-04,2026-04,317.0
2026-01-15,Soybean Meal,23040010100B,2026-05,2026-05,315.0
2026-01-15,Soybean Meal,23040010100B,2026-06,2026-10,318.0
2026-01-15,Soybean Meal,23040010100B,2026-11,2026-12,325.0
2026-01-16,Soybeans,12019000190C,2026-01,2026-01,405.0
2026-01-16,Soybeans,12019000190C,2026-02,2026-02,413.0
2026-01-16,Soybeans,12019000190C,2026-03,2026-03,404.0
2026-01-16,Soybeans,12019000190C,2026-04,2026-05,390.0
2026-01-16,Soybeans,12019000190C,2026-06,2026-06,393.0
2026-01-16,Soybeans,12019000190C,2026-07,2026-08,402.0
2026-01-16,Soybeans,12019000190C,2026-09,2026-12,429.0
2026-01-16,Soybean Oil,15071000100Q,2026-01,2026-02,1147.0
2026-01-16,Soybean Oil,15071000100Q,2026-03,2026-03,1133.0
2026-01-16,Soybean Oil,15071000100Q,2026-04,2026-04,1074.0
2026-01-16,Soybean Oil,15071000100Q,2026-05,2026-05,1062.0
2026-01-16,Soybean Oil,15071000100Q,2026-06,2026-06,1053.0
2026-01-16,Soybean Oil,15071000100Q,2026-07,2026-12,1051.0
2026-01-16,Sunflower Oil,15121110310E,2026-01,2026-02,1301.0
2026-01-16,Sunflower Oil,15121110310E,2026-03,2026-03,1302.0
2026-01-16,Sunflower Oil,15121110310E,2026-04,2026-05,1294.0
2026-01-16,Sunflower Oil,15121110310E,2026-06,2026-06,1273.0
2026-01-16,Sunflower Oil,15121110310E,2026-07,2026-12,1298.0
2026-01-16,Soybean Meal,23040010100B,2026-01,2026-02,332.0
2026-01-16,Soybean Meal,23040010100B,2026-03,2026-03,331.0
2026-01-16,Soybean Meal,23040010100B,2026-04,2026-04,318.0
2026-01-16,Soybean Meal,23040010100B,2026-05,2026-05,316.0
2026-01-16,Soybean Meal,23040010100B,2026-06,2026-10,320.0
2026-01-16,Soybean Meal,23040010100B,2026-11,2026-12,327.0
2026-01-19,Soybeans,12019000190C,2026-01,2026-01,405.0
2026-01-19,Soybeans,12019000190C,2026-02,2026-02,413.0
2026-01-19,Soybeans,12019000190C,2026-03,2026-03,404.0
2026-01-19,Soybeans,12019000190C,2026-04,2026-05,390.0
2026-01-19,Soybeans,12019000190C,2026-06,2026-06,393.0
2026-01-19,Soybeans,12019000190C,2026-07,2026-08,402.0
2026-01-19,Soybeans,12019000190C,2026-09,2026-12,429.0
2026-01-19,Soybean Oil,15071000100Q,2026-01,2026-02,1147.0
2026-01-19,Soybean Oil,15071000100Q,2026-03,2026-03,1133.0
2026-01-19,Soybean Oil,15071000100Q,2026-04,2026-04,1074.0
2026-01-19,Soybean Oil,15071000100Q,2026-05,2026-05,1062.0
2026-01-19,Soybean Oil,15071000100Q,2026-06,2026-06,1053.0
2026-01-19,Soybean Oil,15071000100Q,2026-07,2026-12,1051.0
2026-01-19,Sunflower Oil,15121110310E,2026-01,2026-02,1301.0
2026-01-19,Sunflower Oil,15121110310E,2026-03,2026-03,1302.0
2026-01-19,Sunflower Oil,15121110310E,2026-04,2026-05,1294.0
2026-01-19,Sunflower Oil,15121110310E,2026-06,2026-06,1273.0
2026-01-19,Sunflower Oil,15121110310E,2026-07,2026-12,1298.0
2026-01-19,Soybean Meal,23040010100B,2026-01,2026-02,332.0
2026-01-19,Soybean Meal,23040010100B,2026-03,2026-03,331.0
2026-01-19,Soybean Meal,23040010100B,2026-04,2026-04,318.0
2026-01-19,Soybean Meal,23040010100B,2026-05,2026-05,316.0
2026-01-19,Soybean Meal,23040010100B,2026-06,2026-10,320.0
2026-01-19,Soybean Meal,23040010100B,2026-11,2026-12,327.0
2026-01-20,Soybeans,12019000190C,2026-01,2026-03,405.0
2026-01-20,Soybeans,12019000190C,2026-04,2026-05,389.0
2026-01-20,Soybeans,12019000190C,2026-06,2026-06,394.0
2026-01-20,Soybeans,12019000190C,2026-07,2026-08,401.0
2026-01-20,Soybeans,12019000190C,2026-09,2026-12,428.0
2026-01-20,Soybean Oil,15071000100Q,2026-01,2026-02,1142.0
2026-01-20,Soybean Oil,15071000100Q,2026-03,2026-03,1126.0
2026-01-20,Soybean Oil,15071000100Q,2026-04,2026-04,1067.0
2026-01-20,Soybean Oil,15071000100Q,2026-05,2026-05,1059.0
2026-01-20,Soybean Oil,15071000100Q,2026-06,2026-06,1057.0
2026-01-20,Soybean Oil,15071000100Q,2026-07,2026-12,1055.0
2026-01-20,Sunflower Oil,15121110310E,2026-01,2026-03,1303.0
2026-01-20,Sunflower Oil,15121110310E,2026-04,2026-05,1296.0
2026-01-20,Sunflower Oil,15121110310E,2026-06,2026-06,1287.0
2026-01-20,Sunflower Oil,15121110310E,2026-07,2026-12,1298.0
2026-01-20,Soybean Meal,23040010100B,2026-01,2026-02,333.0
2026-01-20,Soybean Meal,23040010100B,2026-03,2026-03,332.0
2026-01-20,Soybean Meal,23040010100B,2026-04,2026-04,318.0
2026-01-20,Soybean Meal,23040010100B,2026-05,2026-05,317.0
2026-01-20,Soybean Meal,23040010100B,2026-06,2026-07,318.0
2026-01-20,Soybean Meal,23040010100B,2026-08,2026-10,323.0
2026-01-20,Soybean Meal,23040010100B,2026-11,2026-12,327.0
2026-01-21,Soybeans,12019000190C,2026-01,2026-03,408.0
2026-01-21,Soybeans,12019000190C,2026-04,2026-05,394.0
2026-01-21,Soybeans,12019000190C,2026-06,2026-06,396.0
2026-01-21,Soybeans,12019000190C,2026-07,2026-08,405.0
2026-01-21,Soybeans,12019000190C,2026-09,2026-12,431.0
2026-01-21,Soybean Oil,15071000100Q,2026-01,2026-01,1167.0
2026-01-21,Soybean Oil,15071000100Q,2026-02,2026-02,1160.0
2026-01-21,Soybean Oil,15071000100Q,2026-03,2026-03,1140.0
2026-01-21,Soybean Oil,15071000100Q,2026-04,2026-04,1082.0
2026-01-21,Soybean Oil,15071000100Q,2026-05,2026-05,1081.0
2026-01-21,Soybean Oil,15071000100Q,2026-06,2026-06,1079.0
2026-01-21,Soybean Oil,15071000100Q,2026-07,2026-12,1077.0
2026-01-21,Sunflower Oil,15121110310E,2026-01,2026-02,1303.0
2026-01-21,Sunflower Oil,15121110310E,2026-03,2026-03,1310.0
2026-01-21,Sunflower Oil,15121110310E,2026-04,2026-05,1296.0
2026-01-21,Sunflower Oil,15121110310E,2026-06,2026-06,1287.0
2026-01-21,Sunflower Oil,15121110310E,2026-07,2026-12,1298.0
2026-01-21,Soybean Meal,23040010100B,2026-01,2026-02,334.0
2026-01-21,Soybean Meal,23040010100B,2026-03,2026-03,332.0
2026-01-21,Soybean Meal,23040010100B,2026-04,2026-04,317.0
2026-01-21,Soybean Meal,23040010100B,2026-05,2026-05,316.0
2026-01-21,Soybean Meal,23040010100B,2026-06,2026-08,318.0
2026-01-21,Soybean Meal,23040010100B,2026-09,2026-10,321.0
2026-01-21,Soybean Meal,23040010100B,2026-11,2026-12,326.0
2026-01-22,Soybeans,12019000190C,2026-01,2026-03,407.0
2026-01-22,Soybeans,12019000190C,2026-04,2026-05,394.0
2026-01-22,Soybeans,12019000190C,2026-06,2026-06,397.0
2026-01-22,Soybeans,12019000190C,2026-07,2026-08,406.0
2026-01-22,Soybeans,12019000190C,2026-09,2026-12,433.0
2026-01-22,Soybean Oil,15071000100Q,2026-01,2026-01,1161.0
2026-01-22,Soybean Oil,15071000100Q,2026-02,2026-02,1157.0
2026-01-22,Soybean Oil,15071000100Q,2026-03,2026-03,1131.0
2026-01-22,Soybean Oil,15071000100Q,2026-04,2026-04,1073.0
2026-01-22,Soybean Oil,15071000100Q,2026-05,2026-05,1072.0
2026-01-22,Soybean Oil,15071000100Q,2026-06,2026-06,1061.0
2026-01-22,Soybean Oil,15071000100Q,2026-07,2026-12,1060.0
2026-01-22,Sunflower Oil,15121110310E,2026-01,2026-02,1311.0
2026-01-22,Sunflower Oil,15121110310E,2026-03,2026-03,1316.0
2026-01-22,Sunflower Oil,15121110310E,2026-04,2026-04,1312.0
2026-01-22,Sunflower Oil,15121110310E,2026-05,2026-05,1304.0
2026-01-22,Sunflower Oil,15121110310E,2026-06,2026-06,1299.0
2026-01-22,Sunflower Oil,15121110310E,2026-07,2026-08,1308.0
2026-01-22,Sunflower Oil,15121110310E,2026-09,2026-12,1325.0
2026-01-22,Soybean Meal,23040010100B,2026-01,2026-02,337.0
2026-01-22,Soybean Meal,23040010100B,2026-03,2026-03,335.0
2026-01-22,Soybean Meal,23040010100B,2026-04,2026-04,321.0
2026-01-22,Soybean Meal,23040010100B,2026-05,2026-07,320.0
2026-01-22,Soybean Meal,23040010100B,2026-08,2026-10,324.0
2026-01-22,Soybean Meal,23040010100B,2026-11,2026-12,328.0
2026-01-23,Soybeans,12019000190C,2026-01,2026-02,417.0
2026-01-23,Soybeans,12019000190C,2026-03,2026-03,408.0
2026-01-23,Soybeans,12019000190C,2026-04,2026-05,394.0
2026-01-23,Soybeans,12019000190C,2026-06,2026-06,398.0
2026-01-23,Soybeans,12019000190C,2026-07,2026-08,407.0
2026-01-23,Soybeans,12019000190C,2026-09,2026-12,434.0
2026-01-23,Soybean Oil,15071000100Q,2026-01,2026-01,1161.0
2026-01-23,Soybean Oil,15071000100Q,2026-02,2026-02,1156.0
2026-01-23,Soybean Oil,15071000100Q,2026-03,2026-03,1136.0
2026-01-23,Soybean Oil,15071000100Q,2026-04,2026-04,1076.0
2026-01-23,Soybean Oil,15071000100Q,2026-05,2026-05,1070.0
2026-01-23,Soybean Oil,15071000100Q,2026-06,2026-06,1064.0
2026-01-23,Soybean Oil,15071000100Q,2026-07,2026-12,1062.0
2026-01-23,Sunflower Oil,15121110310E,2026-01,2026-02,1311.0
2026-01-23,Sunflower Oil,15121110310E,2026-03,2026-03,1319.0
2026-01-23,Sunflower Oil,15121110310E,2026-04,2026-04,1314.0
2026-01-23,Sunflower Oil,15121110310E,2026-05,2026-05,1304.0
2026-01-23,Sunflower Oil,15121110310E,2026-06,2026-06,1300.0
2026-01-23,Sunflower Oil,15121110310E,2026-07,2026-08,1312.0
2026-01-23,Sunflower Oil,15121110310E,2026-09,2026-12,1325.0
2026-01-23,Soybean Meal,23040010100B,2026-01,2026-02,339.0
2026-01-23,Soybean Meal,23040010100B,2026-03,2026-03,338.0
2026-01-23,Soybean Meal,23040010100B,2026-04,2026-04,324.0
2026-01-23,Soybean Meal,23040010100B,2026-05,2026-05,323.0
2026-01-23,Soybean Meal,23040010100B,2026-06,2026-06,324.0
2026-01-23,Soybean Meal,23040010100B,2026-07,2026-07,325.0
2026-01-23,Soybean Meal,23040010100B,2026-08,2026-10,327.0
2026-01-23,Soybean Meal,23040010100B,2026-11,2026-12,331.0
2026-01-26,Soybeans,12019000190C,2026-01,2026-03,414.0
2026-01-26,Soybeans,12019000190C,2026-04,2026-05,390.0
2026-01-26,Soybeans,12019000190C,2026-06,2026-06,396.0
2026-01-26,Soybeans,12019000190C,2026-07,2026-08,405.0
2026-01-26,Soybeans,12019000190C,2026-09,2026-12,433.0
2026-01-26,Soybean Oil,15071000100Q,2026-01,2026-01,1157.0
2026-01-26,Soybean Oil,15071000100Q,2026-02,2026-02,1150.0
2026-01-26,Soybean Oil,15071000100Q,2026-03,2026-03,1128.0
2026-01-26,Soybean Oil,15071000100Q,2026-04,2026-04,1062.0
2026-01-26,Soybean Oil,15071000100Q,2026-05,2026-05,1063.0
2026-01-26,Soybean Oil,15071000100Q,2026-06,2026-12,1053.0
2026-01-26,Sunflower Oil,15121110310E,2026-01,2026-02,1311.0
2026-01-26,Sunflower Oil,15121110310E,2026-03,2026-03,1314.0
2026-01-26,Sunflower Oil,15121110310E,2026-04,2026-04,1310.0
2026-01-26,Sunflower Oil,15121110310E,2026-05,2026-05,1303.0
2026-01-26,Sunflower Oil,15121110310E,2026-06,2026-06,1300.0
2026-01-26,Sunflower Oil,15121110310E,2026-07,2026-08,1312.0
2026-01-26,Sunflower Oil,15121110310E,2026-09,2026-12,1325.0
2026-01-26,Soybean Meal,23040010100B,2026-01,2026-01,333.0
2026-01-26,Soybean Meal,23040010100B,2026-02,2026-02,331.0
2026-01-26,Soybean Meal,23040010100B,2026-03,2026-03,330.0
2026-01-26,Soybean Meal,23040010100B,2026-04,2026-04,319.0
2026-01-26,Soybean Meal,23040010100B,2026-05,2026-05,318.0
2026-01-26,Soybean Meal,23040010100B,2026-06,2026-06,321.0
2026-01-26,Soybean Meal,23040010100B,2026-07,2026-07,320.0
2026-01-26,Soybean Meal,23040010100B,2026-08,2026-10,323.0
2026-01-26,Soybean Meal,23040010100B,2026-11,2026-12,327.0
2026-01-27,Soybeans,12019000190C,2026-01,2026-03,417.0
2026-01-27,Soybeans,12019000190C,2026-04,2026-05,394.0
2026-01-27,Soybeans,12019000190C,2026-06,2026-06,398.0
2026-01-27,Soybeans,12019000190C,2026-07,2026-08,407.0
2026-01-27,Soybeans,12019000190C,2026-09,2026-12,434.0
2026-01-27,Soybean Oil,15071000100Q,2026-01,2026-02,1180.0
2026-01-27,Soybean Oil,15071000100Q,2026-03,2026-03,1145.0
2026-01-27,Soybean Oil,15071000100Q,2026-04,2026-04,1085.0
2026-01-27,Soybean Oil,15071000100Q,2026-05,2026-05,1075.0
2026-01-27,Soybean Oil,15071000100Q,2026-06,2026-06,1070.0
